,Date,State,TotalSamples,Negative,Positive,month
1571,16/06/2020,Delhi,304483,,44688,June
1572,17/06/2020,Delhi,312576,,47102,June
1573,18/06/2020,Delhi,321302,,49979,June
1574,19/06/2020,Delhi,334376,,53116,June
1575,20/06/2020,Delhi,351909,,56746,June
1576,21/06/2020,Delhi,370014,,59746,June
1577,22/06/2020,Delhi,384696,,62655,June
1578,23/06/2020,Delhi,401648,,66602,June
1579,24/06/2020,Delhi,420707,,70390,June
1580,25/06/2020,Delhi,438012,,73780,June
1581,26/06/2020,Delhi,459156,,77240,June
1582,27/06/2020,Delhi,478336,,80188,June
1583,28/06/2020,Delhi,498416,,83077,June
1584,29/06/2020,Delhi,514573,,85161,June
1585,30/06/2020,Delhi,531752,,87360,June
1586,1/07/2020,Delhi,551708,,89802,July
1587,2/07/2020,Delhi,572530,,92175,July
1588,3/07/2020,Delhi,596695,,94695,July
1589,4/07/2020,Delhi,620368,,97200,July
1590,5/07/2020,Delhi,643504,,99444,July
1591,6/07/2020,Delhi,657383,,100823,July
1592,7/07/2020,Delhi,679831,,102831,July
1593,8/07/2020,Delhi,701859,,104864,July
1594,9/07/2020,Delhi,724148,,107051,July
1595,10/07/2020,Delhi,747109,,109140,July
1596,11/07/2020,Delhi,768617,,110921,July
1597,12/07/2020,Delhi,789853,,112494,July
1598,13/07/2020,Delhi,692845,,113740,July
1599,14/07/2020,Delhi,713908,,115346,July
1600,15/07/2020,Delhi,736436,,116993,July
1601,16/07/2020,Delhi,756661,,118645,July
1602,17/07/2020,Delhi,777125,,120107,July
1603,18/07/2020,Delhi,798783,,121582,July
1604,19/07/2020,Delhi,818989,,122793,July
1605,20/07/2020,Delhi,830459,,123747,July
1606,21/07/2020,Delhi,851311,,125096,July
1607,22/07/2020,Delhi,871371,,126323,July
1608,23/07/2020,Delhi,889597,,127364,July
1609,24/07/2020,Delhi,908735,,128389,July
1610,25/07/2020,Delhi,929244,,129531,July
1611,26/07/2020,Delhi,946777,,130606,July
1612,27/07/2020,Delhi,958283,,131219,July
1613,28/07/2020,Delhi,976827,,132275,July
1614,29/07/2020,Delhi,994219,,133310,July
1615,30/07/2020,Delhi,1013694,,134403,July
1616,31/07/2020,Delhi,1032785,,,July
1617,1/08/2020,Delhi,1050939,,136716,August
1618,2/08/2020,Delhi,1063669,,137677,August
1619,3/08/2020,Delhi,1073802,,138482,August
1620,4/08/2020,Delhi,1083097,,139156,August
1621,5/08/2020,Delhi,1099882,,140232,August
1622,6/08/2020,Delhi,1120318,,141531,August
1623,7/08/2020,Delhi,1143703,,142723,August
1624,8/08/2020,Delhi,1168295,,144127,August
1625,9/08/2020,Delhi,1192082,,145427,August
1626,10/08/2020,Delhi,1204405,,146134,August
1627,11/08/2020,Delhi,1223845,,,August
1628,12/08/2020,Delhi,1242739,,,August
1629,13/08/2020,Delhi,1258095,,,August
1630,14/08/2020,Delhi,1273140,,,August
1631,15/08/2020,Delhi,1291411,,151928,August
1632,16/08/2020,Delhi,1302120,,,August
1633,17/08/2020,Delhi,1317108,,,August
1634,18/08/2020,Delhi,1337374,,,August
1635,19/08/2020,Delhi,1358189,,,August
1636,20/08/2020,Delhi,1375193,,,August
1637,21/08/2020,Delhi,1392928,,,August
1638,22/08/2020,Delhi,1412363,,,August
1639,23/08/2020,Delhi,1431094,,,August
1640,24/08/2020,Delhi,1443004,,,August
1641,25/08/2020,Delhi,1462845,,,August
1642,26/08/2020,Delhi,1482661,,,August
1643,27/08/2020,Delhi,1503722,,,August
1644,28/08/2020,Delhi,1526655,,,August
1645,29/08/2020,Delhi,1548659,,,August
1646,30/08/2020,Delhi,1569096,,,August
1647,31/08/2020,Delhi,1583485,,,August
1648,1/09/2020,Delhi,1607683,,,September
1649,2/09/2020,Delhi,1636518,,,September
1650,3/09/2020,Delhi,1669352,,,September
1651,4/09/2020,Delhi,1705571,,,September
1652,5/09/2020,Delhi,1744466,,,September
1653,6/09/2020,Delhi,1780512,,,September
1654,7/09/2020,Delhi,1803466,,,September
1655,8/09/2020,Delhi,1849263,,,September
1656,9/09/2020,Delhi,1903780,,,September
1657,10/09/2020,Delhi,1962120,,,September
1658,11/09/2020,Delhi,2022700,,,September
1659,12/09/2020,Delhi,2082776,,,September
1660,13/09/2020,Delhi,2139432,,,September
1661,14/09/2020,Delhi,2184316,,,September
1662,15/09/2020,Delhi,2246985,,,September
1663,16/09/2020,Delhi,2309578,,,September
1664,17/09/2020,Delhi,2369592,,,September
1665,18/09/2020,Delhi,2430629,,,September
1666,19/09/2020,Delhi,2492602,,,September
1667,20/09/2020,Delhi,2555007,,,September
1668,21/09/2020,Delhi,2578740,,,September
1669,22/09/2020,Delhi,2637753,,,September
1670,23/09/2020,Delhi,2697333,,,September
1671,24/09/2020,Delhi,2756516,,,September
1672,25/09/2020,Delhi,2815650,,,September
1673,26/09/2020,Delhi,2873338,,,September
1674,27/09/2020,Delhi,2924754,,,September
1675,28/09/2020,Delhi,2961056,,,September
1676,29/09/2020,Delhi,3020158,,,September
1677,30/09/2020,Delhi,3079965,,,September
1678,1/10/2020,Delhi,3135388,,,October
1679,2/10/2020,Delhi,3191646,,,October
1680,3/10/2020,Delhi,3230952,,,October
1681,4/10/2020,Delhi,3281784,,,October
1682,5/10/2020,Delhi,3317377,,,October
1683,6/10/2020,Delhi,3370968,,,October
1684,7/10/2020,Delhi,3422473,,,October
1685,8/10/2020,Delhi,3475795,,,October
1686,9/10/2020,Delhi,3524930,,,October
1687,10/10/2020,Delhi,3574666,,,October
1688,11/10/2020,Delhi,3623419,,,October
1689,12/10/2020,Delhi,3659366,,,October
1690,13/10/2020,Delhi,3714323,,,October
1691,14/10/2020,Delhi,3771273,,,October
1692,15/10/2020,Delhi,3827164,,,October
1693,16/10/2020,Delhi,3885309,,,October
1694,17/10/2020,Delhi,3941024,,,October
1695,18/10/2020,Delhi,3990438,,,October
1696,19/10/2020,Delhi,4026883,,,October
1697,20/10/2020,Delhi,4083476,,,October
1698,21/10/2020,Delhi,4142540,,,October
1699,22/10/2020,Delhi,4201310,,,October
1700,23/10/2020,Delhi,4259878,,,October
1701,24/10/2020,Delhi,4315339,,,October
1702,25/10/2020,Delhi,4364408,,,October
1703,26/10/2020,Delhi,4398819,,,October
1704,2/04/2020,Goa,220,197,5,April
1705,9/04/2020,Goa,344,,7,April
1706,10/04/2020,Goa,354,,7,April
1707,12/04/2020,Goa,406,,7,April
1708,13/04/2020,Goa,440,,7,April
1709,14/04/2020,Goa,479,,7,April
1710,15/04/2020,Goa,556,,7,April
1711,16/04/2020,Goa,611,,7,April
1712,17/04/2020,Goa,673,,7,April
1713,18/04/2020,Goa,758,,7,April
1714,19/04/2020,Goa,826,,7,April
1715,20/04/2020,Goa,901,,7,April
1716,21/04/2020,Goa,1004,,7,April
1717,22/04/2020,Goa,1116,,7,April
1718,23/04/2020,Goa,1206,,7,April
1719,27/04/2020,Goa,1541,,7,April
1720,28/04/2020,Goa,1776,,7,April
1721,29/04/2020,Goa,1871,,7,April
1722,30/04/2020,Goa,2031,,7,April
1723,1/05/2020,Goa,2181,,7,May
1724,2/05/2020,Goa,2372,,7,May
1725,3/05/2020,Goa,2548,,7,May
1726,4/05/2020,Goa,2899,,7,May
1727,5/05/2020,Goa,3096,,7,May
1728,6/05/2020,Goa,3411,,7,May
1729,8/05/2020,Goa,4140,,7,May
1730,9/05/2020,Goa,4524,,7,May
1731,10/05/2020,Goa,4848,,7,May
1732,11/05/2020,Goa,5307,,7,May
1733,14/05/2020,Goa,6736,,7,May
1734,15/05/2020,Goa,7304,,7,May
1735,16/05/2020,Goa,8011,,20,May
1736,17/05/2020,Goa,8785,,29,May
1737,18/05/2020,Goa,8785,,29,May
1738,19/05/2020,Goa,9549,,46,May
1739,20/05/2020,Goa,10136,,50,May
1740,21/05/2020,Goa,10859,,52,May
1741,22/05/2020,Goa,11362,,54,May
1742,23/05/2020,Goa,11945,,55,May
1743,24/05/2020,Goa,12499,,66,May
1744,25/05/2020,Goa,12860,,67,May
1745,26/05/2020,Goa,13303,,67,May
1746,27/05/2020,Goa,13911,,68,May
1747,28/05/2020,Goa,14782,,69,May
1748,29/05/2020,Goa,16141,,69,May
1749,30/05/2020,Goa,17871,,70,May
1750,31/05/2020,Goa,19491,,71,May
1751,1/06/2020,Goa,20780,,73,June
1752,2/06/2020,Goa,22378,,79,June
1753,3/06/2020,Goa,23816,,126,June
1754,4/06/2020,Goa,25300,,166,June
1755,5/06/2020,Goa,26208,,196,June
1756,6/06/2020,Goa,27402,,267,June
1757,7/06/2020,Goa,29739,,300,June
1758,8/06/2020,Goa,31455,,330,June
1759,9/06/2020,Goa,32194,,359,June
1760,10/06/2020,Goa,35332,,387,June
1761,11/06/2020,Goa,37858,,417,June
1762,12/06/2020,Goa,39298,,463,June
1763,13/06/2020,Goa,40723,,523,June
1764,14/06/2020,Goa,41835,,564,June
1765,15/06/2020,Goa,42703,,592,June
1766,16/06/2020,Goa,44378,,629,June
1767,17/06/2020,Goa,45685,,656,June
1768,18/06/2020,Goa,46996,,705,June
1769,19/06/2020,Goa,49718,,725,June
1770,20/06/2020,Goa,51404,,754,June
1771,21/06/2020,Goa,52301,,818,June
1772,22/06/2020,Goa,53050,,864,June
1773,23/06/2020,Goa,54781,,909,June
1774,24/06/2020,Goa,56925,,951,June
1775,25/06/2020,Goa,58584,,995,June
1776,26/06/2020,Goa,60350,,1039,June
1777,27/06/2020,Goa,61687,,1128,June
1778,28/06/2020,Goa,62945,,1198,June
1779,29/06/2020,Goa,64375,,1251,June
1780,30/06/2020,Goa,66491,,1315,June
1781,1/07/2020,Goa,67822,,1387,July
1782,2/07/2020,Goa,70738,,1482,July
1783,3/07/2020,Goa,72691,,1576,July
1784,4/07/2020,Goa,74314,,1684,July
1785,5/07/2020,Goa,75791,,1761,July
1786,6/07/2020,Goa,77033,,1813,July
1787,7/07/2020,Goa,79864,,1903,July
1788,8/07/2020,Goa,82555,,2039,July
1789,9/07/2020,Goa,84945,,2151,July
1790,10/07/2020,Goa,87865,,2251,July
1791,11/07/2020,Goa,90817,,2368,July
1792,12/07/2020,Goa,92191,,2453,July
1793,13/07/2020,Goa,93968,,2583,July
1794,14/07/2020,Goa,96692,,2753,July
1795,15/07/2020,Goa,99234,,2951,July
1796,16/07/2020,Goa,101554,,3108,July
1797,17/07/2020,Goa,103527,,3304,July
1798,18/07/2020,Goa,105731,,3484,July
1799,19/07/2020,Goa,107266,,3657,July
1800,20/07/2020,Goa,108459,,3853,July
1801,21/07/2020,Goa,111296,,4027,July
1802,22/07/2020,Goa,114309,,4176,July
1803,23/07/2020,Goa,117321,,4350,July
1804,24/07/2020,Goa,119455,,4540,July
1805,25/07/2020,Goa,121771,,4686,July
1806,26/07/2020,Goa,123130,,4861,July
1807,27/07/2020,Goa,124746,,5119,July
1808,28/07/2020,Goa,126655,115434,5287,July
1809,29/07/2020,Goa,128289,,5489,July
1810,30/07/2020,Goa,129719,,5704,July
1811,31/07/2020,Goa,131318,,5913,July
1812,1/08/2020,Goa,132830,,6193,August
1813,2/08/2020,Goa,134395,,6530,August
1814,3/08/2020,Goa,135692,,6816,August
1815,4/08/2020,Goa,137575,,7075,August
1816,5/08/2020,Goa,139566,,7423,August
1817,6/08/2020,Goa,142192,,7614,August
1818,7/08/2020,Goa,144814,,7947,August
1819,8/08/2020,Goa,147138,,8206,August
1820,9/08/2020,Goa,149304,,8712,August
1821,10/08/2020,Goa,151202,,9029,August
1822,11/08/2020,Goa,153792,,,August
1823,12/08/2020,Goa,156498,,9924,August
1824,13/08/2020,Goa,159159,,10494,August
1825,14/08/2020,Goa,162126,,10970,August
1826,15/08/2020,Goa,163874,,11339,August
1827,16/08/2020,Goa,165356,,11639,August
1828,17/08/2020,Goa,167381,,,August
1829,18/08/2020,Goa,170125,,12333,August
1830,19/08/2020,Goa,172549,,,August
1831,20/08/2020,Goa,175100,,,August
1832,21/08/2020,Goa,178175,,1348,August
1833,22/08/2020,Goa,179836,,,August
1834,23/08/2020,Goa,180716,,,August
1835,24/08/2020,Goa,182409,,,August
1836,25/08/2020,Goa,184872,,,August
1837,26/08/2020,Goa,187140,,,August
1838,27/08/2020,Goa,189667,,,August
1839,28/08/2020,Goa,192589,,,August
1840,29/08/2020,Goa,195084,,,August
1841,30/08/2020,Goa,197216,,,August
1842,31/08/2020,Goa,199224,,,August
1843,1/09/2020,Goa,202730,,,September
1844,2/09/2020,Goa,204438,,,September
1845,3/09/2020,Goa,206760,,,September
1846,4/09/2020,Goa,208917,,,September
1847,5/09/2020,Goa,211048,,,September
1848,6/09/2020,Goa,212150,,,September
1849,7/09/2020,Goa,213469,,,September
1850,8/09/2020,Goa,215345,,,September
1851,9/09/2020,Goa,217485,,,September
1852,10/09/2020,Goa,219666,,,September
1853,11/09/2020,Goa,221433,,,September
1854,12/09/2020,Goa,223892,,,September
1855,13/09/2020,Goa,225051,,,September
1856,14/09/2020,Goa,225910,,,September
1857,15/09/2020,Goa,227810,,,September
1858,16/09/2020,Goa,229876,,,September
1859,17/09/2020,Goa,231801,,,September
1860,18/09/2020,Goa,233674,,,September
1861,19/09/2020,Goa,235787,,,September
1862,20/09/2020,Goa,237198,,,September
1863,21/09/2020,Goa,238343,,,September
1864,22/09/2020,Goa,240206,,,September
1865,23/09/2020,Goa,242078,,,September
1866,24/09/2020,Goa,244189,,,September
1867,25/09/2020,Goa,246170,,,September
1868,26/09/2020,Goa,248153,,,September
1869,27/09/2020,Goa,249581,,,September
1870,28/09/2020,Goa,251033,,,September
1871,29/09/2020,Goa,252783,,,September
1872,30/09/2020,Goa,254801,,,September
1873,1/10/2020,Goa,256897,,,October
1874,2/10/2020,Goa,258285,,,October
1875,3/10/2020,Goa,259777,,,October
1876,4/10/2020,Goa,260955,,,October
1877,5/10/2020,Goa,262241,,,October
1878,6/10/2020,Goa,264139,,,October
1879,7/10/2020,Goa,265959,,,October
1880,8/10/2020,Goa,267362,,,October
1881,9/10/2020,Goa,269205,,,October
1882,10/10/2020,Goa,270616,,,October
1883,11/10/2020,Goa,271962,,,October
1884,12/10/2020,Goa,273404,,,October
1885,13/10/2020,Goa,274974,,,October
1886,14/10/2020,Goa,276457,,,October
1887,15/10/2020,Goa,278039,,,October
1888,16/10/2020,Goa,279295,,,October
1889,17/10/2020,Goa,280703,,,October
1890,18/10/2020,Goa,281949,,,October
1891,19/10/2020,Goa,282691,,,October
1892,20/10/2020,Goa,284193,,,October
1893,21/10/2020,Goa,285455,,,October
1894,22/10/2020,Goa,286711,,,October
1895,23/10/2020,Goa,287887,,,October
1896,24/10/2020,Goa,289332,,,October
1897,25/10/2020,Goa,290350,,,October
1898,26/10/2020,Goa,291630,,,October
1899,27/10/2020,Goa,293591,,,October
1900,8/04/2020,Gujarat,4224,3905,186,April
1901,10/04/2020,Gujarat,7718,7237,378,April
1902,11/04/2020,Gujarat,9763,8888,468,April
1903,12/04/2020,Gujarat,11715,10867,516,April
1904,13/04/2020,Gujarat,14251,12970,572,April
1905,14/04/2020,Gujarat,14980,14363,617,April
1906,15/04/2020,Gujarat,19197,18431,766,April
1907,16/04/2020,Gujarat,20903,19974,929,April
1908,17/04/2020,Gujarat,23483,22339,1099,April
1909,18/04/2020,Gujarat,26102,24726,1376,April
1910,19/04/2020,Gujarat,29104,27361,1743,April
1911,20/04/2020,Gujarat,33316,31377,1939,April
1912,21/04/2020,Gujarat,36829,34651,2178,April
1913,22/04/2020,Gujarat,39421,37014,2407,April
1914,23/04/2020,Gujarat,42384,39760,2624,April
1915,24/04/2020,Gujarat,46743,41007,2815,April
1916,25/04/2020,Gujarat,48315,45254,3061,April
1917,26/04/2020,Gujarat,51091,47790,3301,April
1918,27/04/2020,Gujarat,53575,50028,3547,April
1919,28/04/2020,Gujarat,56101,52327,3774,April
1920,29/04/2020,Gujarat,59488,55406,4082,April
1921,30/04/2020,Gujarat,64007,59612,4395,April
1922,1/05/2020,Gujarat,68774,64053,4721,May
1923,2/05/2020,Gujarat,74116,69062,5054,May
1924,3/05/2020,Gujarat,80060,74632,5428,May
1925,4/05/2020,Gujarat,84648,78844,5804,May
1926,5/05/2020,Gujarat,89632,83387,6245,May
1927,6/05/2020,Gujarat,95191,88566,6625,May
1928,7/05/2020,Gujarat,100553,93540,7013,May
1929,8/05/2020,Gujarat,105386,97984,7403,May
1930,9/05/2020,Gujarat,109650,101853,7797,May
1931,10/05/2020,Gujarat,113493,105298,8195,May
1932,11/05/2020,Gujarat,116470,107929,8541,May
1933,12/05/2020,Gujarat,119536,110633,8903,May
1934,13/05/2020,Gujarat,122297,113029,9268,May
1935,14/05/2020,Gujarat,124708,115117,9591,May
1936,15/05/2020,Gujarat,127859,117927,9932,May
1937,16/05/2020,Gujarat,138407,127418,10989,May
1938,17/05/2020,Gujarat,143600,132220,11380,May
1939,18/05/2020,Gujarat,148824,137078,11746,May
1940,19/05/2020,Gujarat,154674,142533,12141,May
1941,20/05/2020,Gujarat,160772,148233,12539,May
1942,21/05/2020,Gujarat,166152,153242,12910,May
1943,22/05/2020,Gujarat,172562,159289,13273,May
1944,23/05/2020,Gujarat,178068,164399,13669,May
1945,24/05/2020,Gujarat,182868,168806,14056,May
1946,25/05/2020,Gujarat,186361,171893,14468,May
1947,26/05/2020,Gujarat,189313,,14821,May
1948,27/05/2020,Gujarat,193863,,15203,May
1949,28/05/2020,Gujarat,198048,,15572,May
1950,29/05/2020,Gujarat,201481,,15944,May
1951,30/05/2020,Gujarat,205780,,16356,May
1952,31/05/2020,Gujarat,211930,,16794,May
1953,1/06/2020,Gujarat,216258,,17217,June
1954,2/06/2020,Gujarat,221610,,17632,June
1955,3/06/2020,Gujarat,227898,,18117,June
1956,4/06/2020,Gujarat,233921,,18609,June
1957,5/06/2020,Gujarat,239911,,19119,June
1958,6/06/2020,Gujarat,245606,,19617,June
1959,7/06/2020,Gujarat,251686,,20097,June
1960,8/06/2020,Gujarat,256289,,20574,June
1961,9/06/2020,Gujarat,261587,,21044,June
1962,10/06/2020,Gujarat,266404,,21554,June
1963,11/06/2020,Gujarat,272924,,22067,June
1964,12/06/2020,Gujarat,278137,,22562,June
1965,13/06/2020,Gujarat,283623,,23079,June
1966,14/06/2020,Gujarat,288565,,23590,June
1967,15/06/2020,Gujarat,292909,,24104,June
1968,16/06/2020,Gujarat,296335,,24628,June
1969,17/06/2020,Gujarat,303671,,25148,June
1970,18/06/2020,Gujarat,308744,,25658,June
1971,19/06/2020,Gujarat,314301,,26198,June
1972,20/06/2020,Gujarat,319414,,26737,June
1973,21/06/2020,Gujarat,324874,,27317,June
1974,22/06/2020,Gujarat,329343,,27880,June
1975,23/06/2020,Gujarat,334326,,28429,June
1976,24/06/2020,Gujarat,340080,,29001,June
1977,25/06/2020,Gujarat,345278,,29578,June
1978,26/06/2020,Gujarat,351179,321021,30158,June
1979,27/06/2020,Gujarat,357148,,30773,June
1980,28/06/2020,Gujarat,363306,,31397,June
1981,29/06/2020,Gujarat,367739,,32023,June
1982,30/06/2020,Gujarat,373613,,32643,June
1983,1/07/2020,Gujarat,380640,,33318,July
1984,2/07/2020,Gujarat,388065,,33999,July
1985,3/07/2020,Gujarat,395873,361187,34686,July
1986,4/07/2020,Gujarat,404354,368956,35398,July
1987,5/07/2020,Gujarat,412124,376001,36123,July
1988,6/07/2020,Gujarat,418464,381606,36858,July
1989,7/07/2020,Gujarat,425830,388194,37636,July
1990,8/07/2020,Gujarat,433864,395445,38419,July
1991,9/07/2020,Gujarat,441692,402412,39280,July
1992,10/07/2020,Gujarat,449349,409194,40155,July
1993,11/07/2020,Gujarat,457066,416039,41027,July
1994,12/07/2020,Gujarat,464646,422749,41897,July
1995,13/07/2020,Gujarat,470265,427457,42808,July
1996,14/07/2020,Gujarat,478367,434644,43723,July
1997,15/07/2020,Gujarat,487707,443059,44648,July
1998,16/07/2020,Gujarat,499170,453603,45567,July
1999,17/07/2020,Gujarat,512000,465484,46516,July
2000,18/07/2020,Gujarat,524297,476821,47476,July
2001,19/07/2020,Gujarat,536122,487681,48441,July
2002,20/07/2020,Gujarat,548989,499550,49439,July
2003,21/07/2020,Gujarat,562682,512217,50465,July
2004,22/07/2020,Gujarat,576706,525221,51485,July
2005,23/07/2020,Gujarat,591561,,52563,July
2006,24/07/2020,Gujarat,606718,553087,53631,July
2007,25/07/2020,Gujarat,620662,565950,54712,July
2008,26/07/2020,Gujarat,642370,,55822,July
2009,27/07/2020,Gujarat,667844,610970,56874,July
2010,28/07/2020,Gujarat,690092,632110,57982,July
2011,29/07/2020,Gujarat,713006,653880,59126,July
2012,30/07/2020,Gujarat,738073,677788,60285,July
2013,31/07/2020,Gujarat,764777,703339,61438,July
2014,1/08/2020,Gujarat,791080,728506,62574,August
2015,2/08/2020,Gujarat,814335,750660,63675,August
2016,3/08/2020,Gujarat,834104,769420,64684,August
2017,4/08/2020,Gujarat,854839,789135,65704,August
2018,5/08/2020,Gujarat,879213,812436,66777,August
2019,6/08/2020,Gujarat,903782,835971,67811,August
2020,7/08/2020,Gujarat,930373,861488,68885,August
2021,8/08/2020,Gujarat,956645,886659,69986,August
2022,9/08/2020,Gujarat,987630,916566,71064,August
2023,10/08/2020,Gujarat,1017234,945114,72120,August
2024,11/08/2020,Gujarat,1058881,985643,73238,August
2025,12/08/2020,Gujarat,1109005,1034615,74390,August
2026,13/08/2020,Gujarat,1159822,1084340,75482,August
2027,14/08/2020,Gujarat,1211047,1134478,76569,August
2028,15/08/2020,Gujarat,1262264,1184601,77663,August
2029,16/08/2020,Gujarat,1312824,1234041,78783,August
2030,17/08/2020,Gujarat,1358364,1278548,79816,August
2031,18/08/2020,Gujarat,1415598,,80942,August
2032,19/08/2020,Gujarat,1478629,,82087,August
2033,20/08/2020,Gujarat,1547120,,83262,August
2034,21/08/2020,Gujarat,1620067,,84466,August
2035,22/08/2020,Gujarat,1695325,,85678,August
2036,23/08/2020,Gujarat,1756133,,86779,August
2037,24/08/2020,Gujarat,1819198,,87846,August
2038,25/08/2020,Gujarat,1891775,,88942,August
2039,26/08/2020,Gujarat,1969724,,90139,August
2040,27/08/2020,Gujarat,2045951,,91329,August
2041,28/08/2020,Gujarat,2121751,,92601,August
2042,29/08/2020,Gujarat,2195985,,93883,August
2043,30/08/2020,Gujarat,2265473,,95155,August
2044,31/08/2020,Gujarat,2331836,,96435,August
2045,1/09/2020,Gujarat,2409906,,97745,September
2046,2/09/2020,Gujarat,2484429,,99050,September
2047,3/09/2020,Gujarat,2559916,,100375,September
2048,4/09/2020,Gujarat,2635369,,,September
2049,5/09/2020,Gujarat,2708120,,103006,September
2050,6/09/2020,Gujarat,2780681,2676340,104341,September
2051,7/09/2020,Gujarat,2853371,2747700,105671,September
2052,8/09/2020,Gujarat,2925447,2818481,106966,September
2053,9/09/2020,Gujarat,3001383,,108295,September
2054,10/09/2020,Gujarat,3073534,,109627,September
2055,11/09/2020,Gujarat,3145202,,110971,September
2056,12/09/2020,Gujarat,3219983,,112336,September
2057,13/09/2020,Gujarat,3288811,,113662,September
2058,14/09/2020,Gujarat,3360318,,114996,September
2059,15/09/2020,Gujarat,3438500,,116345,September
2060,16/09/2020,Gujarat,3523653,,117709,September
2061,17/09/2020,Gujarat,3609273,,119088,September
2062,18/09/2020,Gujarat,3678350,,120498,September
2063,19/09/2020,Gujarat,3739782,,121930,September
2064,20/09/2020,Gujarat,3800469,,123337,September
2065,21/09/2020,Gujarat,3862366,,124767,September
2066,22/09/2020,Gujarat,3924463,,126169,September
2067,23/09/2020,Gujarat,3986370,,127541,September
2068,24/09/2020,Gujarat,4048274,,,September
2069,25/09/2020,Gujarat,4110186,,130391,September
2070,26/09/2020,Gujarat,4172051,,131808,September
2071,27/09/2020,Gujarat,4232408,,,September
2072,28/09/2020,Gujarat,4293724,,134623,September
2073,29/09/2020,Gujarat,4356062,,136004,September
2074,30/09/2020,Gujarat,4418028,,,September
2075,1/10/2020,Gujarat,4474766,,,October
2076,2/10/2020,Gujarat,4531498,,,October
2077,3/10/2020,Gujarat,4588563,,,October
2078,4/10/2020,Gujarat,4645263,,,October
2079,5/10/2020,Gujarat,4702776,,,October
2080,6/10/2020,Gujarat,4754655,,,October
2081,7/10/2020,Gujarat,4806040,,,October
2082,8/10/2020,Gujarat,4858505,,,October
2083,9/10/2020,Gujarat,4910167,,,October
2084,10/10/2020,Gujarat,4961455,,,October
2085,11/10/2020,Gujarat,5012705,,,October
2086,12/10/2020,Gujarat,5063684,,,October
2087,13/10/2020,Gujarat,5114677,,,October
2088,14/10/2020,Gujarat,5165670,,,October
2089,15/10/2020,Gujarat,5216885,,,October
2090,16/10/2020,Gujarat,5269542,,,October
2091,17/10/2020,Gujarat,5322288,,,October
2092,18/10/2020,Gujarat,5374249,,,October
2093,19/10/2020,Gujarat,5426621,,,October
2094,20/10/2020,Gujarat,5479536,,,October
2095,21/10/2020,Gujarat,5532522,,,October
2096,22/10/2020,Gujarat,5585445,,,October
2097,23/10/2020,Gujarat,5638392,,,October
2098,24/10/2020,Gujarat,5691372,,,October
2099,25/10/2020,Gujarat,5742742,,,October
2100,26/10/2020,Gujarat,5793788,,,October
2101,3/04/2020,Haryana,1325,938,44,April
2102,7/04/2020,Haryana,2520,1821,141,April
2103,8/04/2020,Haryana,2650,1885,153,April
2104,9/04/2020,Haryana,2964,2017,156,April
2105,10/04/2020,Haryana,3527,2447,162,April
2106,11/04/2020,Haryana,3663,2472,165,April
2107,12/04/2020,Haryana,3903,2513,181,April
2108,13/04/2020,Haryana,4489,2961,182,April
2109,14/04/2020,Haryana,5210,3681,184,April
2110,15/04/2020,Haryana,7388,5581,190,April
2111,16/04/2020,Haryana,8064,6465,214,April
2112,17/04/2020,Haryana,8884,7148,223,April
2113,18/04/2020,Haryana,10454,8093,232,April
2114,19/04/2020,Haryana,12687,10230,250,April
2115,20/04/2020,Haryana,13894,11523,251,April
2116,21/04/2020,Haryana,14562,12253,255,April
2117,22/04/2020,Haryana,15561,13397,264,April
2118,23/04/2020,Haryana,17582,15452,270,April
2119,24/04/2020,Haryana,18845,16642,275,April
2120,25/04/2020,Haryana,20270,17787,287,April
2121,26/04/2020,Haryana,21467,19241,296,April
2122,27/04/2020,Haryana,22993,20702,301,April
2123,28/04/2020,Haryana,24826,22578,308,April
2124,29/04/2020,Haryana,26148,24071,311,April
2125,30/04/2020,Haryana,28202,25929,339,April
2126,1/05/2020,Haryana,30191,27784,357,May
2127,2/05/2020,Haryana,31200,28867,369,May
2128,3/05/2020,Haryana,35278,32583,442,May
2129,4/05/2020,Haryana,38183,34501,517,May
2130,5/05/2020,Haryana,40982,36806,548,May
2131,6/05/2020,Haryana,43279,38590,594,May
2132,7/05/2020,Haryana,46495,41861,625,May
2133,8/05/2020,Haryana,49746,43974,647,May
2134,9/05/2020,Haryana,53282,48468,675,May
2135,10/05/2020,Haryana,56983,51046,703,May
2136,11/05/2020,Haryana,59735,53697,730,May
2137,12/05/2020,Haryana,62377,56440,780,May
2138,13/05/2020,Haryana,65785,59890,793,May
2139,14/05/2020,Haryana,69191,63791,818,May
2140,15/05/2020,Haryana,72326,66687,854,May
2141,16/05/2020,Haryana,75097,69660,887,May
2142,17/05/2020,Haryana,78029,72494,910,May
2143,18/05/2020,Haryana,80698,75045,928,May
2144,19/05/2020,Haryana,82544,77296,964,May
2145,20/05/2020,Haryana,83944,78379,970,May
2146,21/05/2020,Haryana,88138,82372,1031,May
2147,22/05/2020,Haryana,91119,85317,1067,May
2148,23/05/2020,Haryana,94035,88051,1131,May
2149,24/05/2020,Haryana,97006,91138,1184,May
2150,25/05/2020,Haryana,99987,94725,1213,May
2151,26/05/2020,Haryana,102018,97350,1305,May
2152,27/05/2020,Haryana,104747,99555,1381,May
