,Date,State,TotalSamples,Negative,Positive,month
2153,28/05/2020,Haryana,108031,102260,1504,May
2154,29/05/2020,Haryana,110940,105169,1721,May
2155,30/05/2020,Haryana,114683,108385,1923,May
2156,31/05/2020,Haryana,118138,11709,2091,May
2157,1/06/2020,Haryana,121779,114792,2356,June
2158,2/06/2020,Haryana,124564,117340,2652,June
2159,3/06/2020,Haryana,127895,120393,2954,June
2160,4/06/2020,Haryana,132575,124769,3281,June
2161,5/06/2020,Haryana,137452,129027,3597,June
2162,6/06/2020,Haryana,141688,132684,3952,June
2163,7/06/2020,Haryana,145722,136555,4448,June
2164,8/06/2020,Haryana,150220,140081,4854,June
2165,9/06/2020,Haryana,153692,143513,5209,June
2166,10/06/2020,Haryana,158470,147453,5438,June
2167,11/06/2020,Haryana,162967,151060,5968,June
2168,12/06/2020,Haryana,167501,155395,6334,June
2169,13/06/2020,Haryana,171560,159333,6749,June
2170,14/06/2020,Haryana,185722,172678,7208,June
2171,15/06/2020,Haryana,189914,176741,7722,June
2172,16/06/2020,Haryana,193421,180051,8272,June
2173,17/06/2020,Haryana,197703,183395,8832,June
2174,18/06/2020,Haryana,202808,187303,9218,June
2175,19/06/2020,Haryana,207675,192082,9743,June
2176,20/06/2020,Haryana,212430,196836,10223,June
2177,21/06/2020,Haryana,217797,201984,10635,June
2178,22/06/2020,Haryana,222948,206436,11025,June
2179,23/06/2020,Haryana,226951,210998,11520,June
2180,24/06/2020,Haryana,231673,214896,12010,June
2181,25/06/2020,Haryana,236898,219064,12463,June
2182,26/06/2020,Haryana,241941,223797,12884,June
2183,27/06/2020,Haryana,247139,228275,13427,June
2184,28/06/2020,Haryana,252356,233567,13829,June
2185,29/06/2020,Haryana,260341,241356,14210,June
2186,30/06/2020,Haryana,264203,244000,14548,June
2187,1/07/2020,Haryana,269726,249453,14941,July
2188,2/07/2020,Haryana,277031,256053,15509,July
2189,3/07/2020,Haryana,288478,267194,16003,July
2190,4/07/2020,Haryana,298094,275869,16548,July
2191,5/07/2020,Haryana,307159,284570,17005,July
2192,6/07/2020,Haryana,315853,292701,17504,July
2193,7/07/2020,Haryana,323491,300195,17999,July
2194,8/07/2020,Haryana,332504,308289,18690,July
2195,9/07/2020,Haryana,342404,317159,19369,July
2196,10/07/2020,Haryana,352343,326679,19934,July
2197,11/07/2020,Haryana,363428,336790,20582,July
2198,12/07/2020,Haryana,372621,345903,21240,July
2199,13/07/2020,Haryana,381420,353885,21929,July
2200,14/07/2020,Haryana,388760,360991,22628,July
2201,15/07/2020,Haryana,400155,371350,23306,July
2202,16/07/2020,Haryana,409852,380138,24002,July
2203,17/07/2020,Haryana,424692,393627,24797,July
2204,18/07/2020,Haryana,436535,404852,25547,July
2205,19/07/2020,Haryana,447345,414438,26164,July
2206,20/07/2020,Haryana,457310,424137,26858,July
2207,21/07/2020,Haryana,467740,434300,27462,July
2208,22/07/2020,Haryana,477412,443585,28186,July
2209,23/07/2020,Haryana,490414,455864,28975,July
2210,24/07/2020,Haryana,505220,469631,29755,July
2211,25/07/2020,Haryana,536323,500579,30538,July
2212,26/07/2020,Haryana,549463,512734,31332,July
2213,27/07/2020,Haryana,559326,521416,32127,July
2214,28/07/2020,Haryana,570219,531644,32876,July
2215,29/07/2020,Haryana,582639,543201,33631,July
2216,30/07/2020,Haryana,600893,560863,34254,July
2217,31/07/2020,Haryana,612591,571751,34965,July
2218,1/08/2020,Haryana,628806,587418,35758,August
2219,2/08/2020,Haryana,646286,604056,36519,August
2220,3/08/2020,Haryana,657949,615375,37173,August
2221,4/08/2020,Haryana,671064,628013,37796,August
2222,5/08/2020,Haryana,683500,639335,38548,August
2223,6/08/2020,Haryana,697779,652600,39303,August
2224,7/08/2020,Haryana,713061,667244,40054,August
2225,8/08/2020,Haryana,730036,683237,40843,August
2226,9/08/2020,Haryana,744080,696664,41635,August
2227,10/08/2020,Haryana,753945,705790,42429,August
2228,11/08/2020,Haryana,771769,722780,43227,August
2229,12/08/2020,Haryana,786839,736914,44024,August
2230,13/08/2020,Haryana,801784,751225,44817,August
2231,14/08/2020,Haryana,817509,766184,45614,August
2232,15/08/2020,Haryana,830477,778189,46410,August
2233,16/08/2020,Haryana,844422,791184,,August
2234,17/08/2020,Haryana,854757,801232,48040,August
2235,18/08/2020,Haryana,867458,812490,48936,August
2236,19/08/2020,Haryana,889259,833173,,August
2237,20/08/2020,Haryana,910877,853707,,August
2238,21/08/2020,Haryana,926568,868016,,August
2239,22/08/2020,Haryana,944764,885193,53290,August
2240,23/08/2020,Haryana,964297,903523,54386,August
2241,24/08/2020,Haryana,983187,921303,55460,August
2242,25/08/2020,Haryana,1001781,938914,56608,August
2243,26/08/2020,Haryana,1025524,961297,58005,August
2244,27/08/2020,Haryana,1051189,985217,59298,August
2245,28/08/2020,Haryana,1076063,1008916,60596,August
2246,29/08/2020,Haryana,1103832,1035131,61987,August
2247,30/08/2020,Haryana,1130073,1060143,63282,August
2248,31/08/2020,Haryana,1150126,1079232,,August
2249,1/09/2020,Haryana,1172778,1100351,66426,September
2250,2/09/2020,Haryana,1195800,1121546,68218,September
2251,3/09/2020,Haryana,1220075,1143463,,September
2252,4/09/2020,Haryana,1245640,1167167,,September
2253,5/09/2020,Haryana,1268518,1187623,74272,September
2254,6/09/2020,Haryana,1294598,1211295,76549,September
2255,7/09/2020,Haryana,1317045,1231602,,September
2256,8/09/2020,Haryana,1334010,1246370,,September
2257,9/09/2020,Haryana,1370399,1280217,,September
2258,10/09/2020,Haryana,1399628,1306887,,September
2259,11/09/2020,Haryana,1431602,1336477,,September
2260,12/09/2020,Haryana,1461644,1363656,,September
2261,13/09/2020,Haryana,1490034,1389712,,September
2262,14/09/2020,Haryana,1514575,1411692,,September
2263,15/09/2020,Haryana,1536656,1431486,,September
2264,16/09/2020,Haryana,1565646,1457859,,September
2265,17/09/2020,Haryana,1594079,1483521,,September
2266,18/09/2020,Haryana,1623268,1510111,,September
2267,19/09/2020,Haryana,1651482,1536019,,September
2268,20/09/2020,Haryana,1681221,1563516,,September
2269,21/09/2020,Haryana,1706758,1587365,,September
2270,22/09/2020,Haryana,1729974,1608589,,September
2271,23/09/2020,Haryana,1758243,1634605,,September
2272,24/09/2020,Haryana,1783274,1658105,,September
2273,25/09/2020,Haryana,1803327,1676711,,September
2274,26/09/2020,Haryana,1827148,1698337,,September
2275,27/09/2020,Haryana,1851457,1721300,,September
2276,28/09/2020,Haryana,1872894,1741188,,September
2277,29/09/2020,Haryana,1893886,1760914,,September
2278,30/09/2020,Haryana,1920181,1784906,,September
2279,1/10/2020,Haryana,1947071,1810686,,October
2280,2/10/2020,Haryana,1973593,1835720,,October
2281,3/10/2020,Haryana,1999250,1860408,,October
2282,4/10/2020,Haryana,2021267,1881421,,October
2283,5/10/2020,Haryana,2040177,1899393,,October
2284,6/10/2020,Haryana,2079160,1937126,,October
2285,7/10/2020,Haryana,2103722,1960080,,October
2286,8/10/2020,Haryana,2130281,1985376,,October
2287,9/10/2020,Haryana,2156747,2010557,,October
2288,10/10/2020,Haryana,2184243,2037038,,October
2289,11/10/2020,Haryana,2207900,2059967,,October
2290,12/10/2020,Haryana,2228869,2080161,,October
2291,13/10/2020,Haryana,2249349,2099570,,October
2292,14/10/2020,Haryana,2273580,2122372,,October
2293,15/10/2020,Haryana,2299341,2147116,,October
2294,16/10/2020,Haryana,2324943,2171575,,October
2295,17/10/2020,Haryana,2350871,2196371,,October
2296,18/10/2020,Haryana,2371474,2216063,,October
2297,19/10/2020,Haryana,2387906,2231220,,October
2298,20/10/2020,Haryana,2406566,2249081,,October
2299,21/10/2020,Haryana,2429010,2270379,,October
2300,22/10/2020,Haryana,2455407,2295280,,October
2301,23/10/2020,Haryana,2480029,2318573,,October
2302,24/10/2020,Haryana,2505052,2342213,,October
2303,25/10/2020,Haryana,2527343,2363741,,October
2304,26/10/2020,Haryana,2543257,2378724,,October
2305,10/04/2020,Himachal Pradesh,900,870,30,April
2306,11/04/2020,Himachal Pradesh,900,870,30,April
2307,12/04/2020,Himachal Pradesh,1113,944,32,April
2308,13/04/2020,Himachal Pradesh,1210,1109,32,April
2309,14/04/2020,Himachal Pradesh,1311,1232,32,April
2310,15/04/2020,Himachal Pradesh,1426,1391,35,April
2311,16/04/2020,Himachal Pradesh,1604,1559,35,April
2312,17/04/2020,Himachal Pradesh,1992,1740,36,April
2313,18/04/2020,Himachal Pradesh,2207,2091,39,April
2314,19/04/2020,Himachal Pradesh,2553,2337,39,April
2315,20/04/2020,Himachal Pradesh,2892,2714,39,April
2316,21/04/2020,Himachal Pradesh,3341,2933,39,April
2317,22/04/2020,Himachal Pradesh,3700,3510,39,April
2318,23/04/2020,Himachal Pradesh,4020,3943,40,April
2319,24/04/2020,Himachal Pradesh,4328,4160,40,April
2320,25/04/2020,Himachal Pradesh,4623,4363,40,April
2321,26/04/2020,Himachal Pradesh,4901,4794,40,April
2322,27/04/2020,Himachal Pradesh,5106,5022,40,April
2323,28/04/2020,Himachal Pradesh,5391,5344,40,April
2324,29/04/2020,Himachal Pradesh,5772,5726,40,April
2325,30/04/2020,Himachal Pradesh,6133,6091,40,April
2326,1/05/2020,Himachal Pradesh,6472,6432,40,May
2327,2/05/2020,Himachal Pradesh,6836,6791,40,May
2328,3/05/2020,Himachal Pradesh,7185,7133,40,May
2329,4/05/2020,Himachal Pradesh,7430,7320,41,May
2330,5/05/2020,Himachal Pradesh,7893,7800,42,May
2331,6/05/2020,Himachal Pradesh,8491,8055,43,May
2332,7/05/2020,Himachal Pradesh,9005,8833,46,May
2333,8/05/2020,Himachal Pradesh,9522,9434,50,May
2334,9/05/2020,Himachal Pradesh,10208,10047,52,May
2335,10/05/2020,Himachal Pradesh,10791,10343,55,May
2336,11/05/2020,Himachal Pradesh,11267,11016,59,May
2337,12/05/2020,Himachal Pradesh,12224,11846,66,May
2338,13/05/2020,Himachal Pradesh,13190,12867,67,May
2339,14/05/2020,Himachal Pradesh,14256,13307,70,May
2340,15/05/2020,Himachal Pradesh,15557,15076,76,May
2341,16/05/2020,Himachal Pradesh,16534,16079,78,May
2342,17/05/2020,Himachal Pradesh,17417,17049,80,May
2343,18/05/2020,Himachal Pradesh,18224,17946,90,May
2344,19/05/2020,Himachal Pradesh,19645,18994,92,May
2345,20/05/2020,Himachal Pradesh,21147,20449,110,May
2346,21/05/2020,Himachal Pradesh,22641,21812,152,May
2347,22/05/2020,Himachal Pradesh,24246,23307,168,May
2348,23/05/2020,Himachal Pradesh,25905,24625,185,May
2349,24/05/2020,Himachal Pradesh,27288,26524,203,May
2350,25/05/2020,Himachal Pradesh,28346,27596,223,May
2351,26/05/2020,Himachal Pradesh,29379,28989,247,May
2352,27/05/2020,Himachal Pradesh,30852,30019,273,May
2353,28/05/2020,Himachal Pradesh,32449,31655,281,May
2354,29/05/2020,Himachal Pradesh,33979,33486,295,May
2355,30/05/2020,Himachal Pradesh,35668,34933,313,May
2356,31/05/2020,Himachal Pradesh,37168,36618,331,May
2357,1/06/2020,Himachal Pradesh,37897,37233,340,June
2358,2/06/2020,Himachal Pradesh,39620,38993,345,June
2359,3/06/2020,Himachal Pradesh,41351,40621,359,June
2360,4/06/2020,Himachal Pradesh,42703,42081,383,June
2361,5/06/2020,Himachal Pradesh,43688,43149,393,June
2362,6/06/2020,Himachal Pradesh,44509,43942,400,June
2363,7/06/2020,Himachal Pradesh,45888,45254,411,June
2364,8/06/2020,Himachal Pradesh,46416,45956,421,June
2365,9/06/2020,Himachal Pradesh,47655,46541,437,June
2366,10/06/2020,Himachal Pradesh,48922,48123,451,June
2367,11/06/2020,Himachal Pradesh,50222,49465,470,June
2368,12/06/2020,Himachal Pradesh,51420,50793,486,June
2369,13/06/2020,Himachal Pradesh,52737,51106,493,June
2370,14/06/2020,Himachal Pradesh,53946,53301,518,June
2371,15/06/2020,Himachal Pradesh,54484,53923,556,June
2372,16/06/2020,Himachal Pradesh,56106,55333,560,June
2373,17/06/2020,Himachal Pradesh,57479,56861,585,June
2374,18/06/2020,Himachal Pradesh,59214,58063,595,June
2375,19/06/2020,Himachal Pradesh,60814,59675,627,June
2376,20/06/2020,Himachal Pradesh,62580,61662,656,June
2377,21/06/2020,Himachal Pradesh,64338,62882,673,June
2378,22/06/2020,Himachal Pradesh,65189,64324,727,June
2379,23/06/2020,Himachal Pradesh,67020,65803,775,June
2380,24/06/2020,Himachal Pradesh,68899,67420,806,June
2381,25/06/2020,Himachal Pradesh,71078,69917,839,June
2382,26/06/2020,Himachal Pradesh,72688,71426,864,June
2383,27/06/2020,Himachal Pradesh,74764,73722,894,June
2384,28/06/2020,Himachal Pradesh,76556,75285,916,June
2385,29/06/2020,Himachal Pradesh,77384,76413,942,June
2386,30/06/2020,Himachal Pradesh,79499,78335,953,June
2387,1/07/2020,Himachal Pradesh,81516,80387,979,July
2388,2/07/2020,Himachal Pradesh,83553,82435,1014,July
2389,3/07/2020,Himachal Pradesh,85116,83959,1033,July
2390,4/07/2020,Himachal Pradesh,87019,85953,1046,July
2391,5/07/2020,Himachal Pradesh,88459,87369,1063,July
2392,6/07/2020,Himachal Pradesh,89305,88223,1077,July
2393,7/07/2020,Himachal Pradesh,91175,89803,1083,July
2394,8/07/2020,Himachal Pradesh,93018,91736,1101,July
2395,9/07/2020,Himachal Pradesh,94720,93132,1140,July
2396,10/07/2020,Himachal Pradesh,96268,95037,1171,July
2397,11/07/2020,Himachal Pradesh,98367,97104,1182,July
2398,12/07/2020,Himachal Pradesh,100315,98802,1213,July
2399,13/07/2020,Himachal Pradesh,101200,99695,1243,July
2400,14/07/2020,Himachal Pradesh,103521,101677,1309,July
2401,15/07/2020,Himachal Pradesh,105734,103730,1341,July
2402,16/07/2020,Himachal Pradesh,108157,106280,1377,July
2403,17/07/2020,Himachal Pradesh,110585,108954,1417,July
2404,18/07/2020,Himachal Pradesh,113129,111393,1457,July
2405,19/07/2020,Himachal Pradesh,115298,113621,1521,July
2406,20/07/2020,Himachal Pradesh,116795,115063,1631,July
2407,21/07/2020,Himachal Pradesh,119220,116963,1664,July
2408,22/07/2020,Himachal Pradesh,121688,119350,1725,July
2409,23/07/2020,Himachal Pradesh,124683,121543,1834,July
2410,24/07/2020,Himachal Pradesh,127555,124568,1954,July
2411,25/07/2020,Himachal Pradesh,130253,127436,2049,July
2412,26/07/2020,Himachal Pradesh,132703,129501,2176,July
2413,27/07/2020,Himachal Pradesh,134606,131862,2270,July
2414,28/07/2020,Himachal Pradesh,137251,134209,2330,July
2415,29/07/2020,Himachal Pradesh,139955,136536,2403,July
2416,30/07/2020,Himachal Pradesh,142618,138881,2506,July
2417,31/07/2020,Himachal Pradesh,145154,141682,2564,July
2418,1/08/2020,Himachal Pradesh,147997,144814,2634,August
2419,2/08/2020,Himachal Pradesh,150186,146514,2703,August
2420,3/08/2020,Himachal Pradesh,151574,148206,2818,August
2421,4/08/2020,Himachal Pradesh,152958,149644,2879,August
2422,5/08/2020,Himachal Pradesh,156104,151154,2916,August
2423,6/08/2020,Himachal Pradesh,158537,154295,3047,August
2424,7/08/2020,Himachal Pradesh,161232,156956,3150,August
2425,8/08/2020,Himachal Pradesh,163395,159325,3264,August
2426,9/08/2020,Himachal Pradesh,165496,161538,3371,August
2427,10/08/2020,Himachal Pradesh,166469,162567,3463,August
2428,11/08/2020,Himachal Pradesh,168843,164436,3497,August
2429,12/08/2020,Himachal Pradesh,171538,166391,3636,August
2430,13/08/2020,Himachal Pradesh,172985,168454,3816,August
2431,14/08/2020,Himachal Pradesh,175666,170882,3874,August
2432,15/08/2020,Himachal Pradesh,178075,173077,3993,August
2433,16/08/2020,Himachal Pradesh,179024,174580,,August
2434,17/08/2020,Himachal Pradesh,180357,176001,,August
2435,18/08/2020,Himachal Pradesh,183224,177766,,August
2436,19/08/2020,Himachal Pradesh,185707,180434,,August
2437,20/08/2020,Himachal Pradesh,188344,182586,,August
2438,21/08/2020,Himachal Pradesh,190476,185126,,August
2439,22/08/2020,Himachal Pradesh,192580,187102,,August
2440,23/08/2020,Himachal Pradesh,194380,189124,,August
2441,24/08/2020,Himachal Pradesh,195581,190387,,August
2442,25/08/2020,Himachal Pradesh,198010,192044,,August
2443,26/08/2020,Himachal Pradesh,203825,197946,,August
2444,27/08/2020,Himachal Pradesh,206308,200328,,August
2445,28/08/2020,Himachal Pradesh,208609,202471,,August
2446,29/08/2020,Himachal Pradesh,211028,204435,,August
2447,30/08/2020,Himachal Pradesh,213104,206192,,August
2448,31/08/2020,Himachal Pradesh,214182,207603,,August
2449,1/09/2020,Himachal Pradesh,216608,209040,,September
2450,2/09/2020,Himachal Pradesh,218920,211721,,September
2451,3/09/2020,Himachal Pradesh,221268,213781,,September
2452,4/09/2020,Himachal Pradesh,223383,215703,,September
2453,5/09/2020,Himachal Pradesh,226268,217745,,September
2454,6/09/2020,Himachal Pradesh,228691,220203,,September
2455,7/09/2020,Himachal Pradesh,229966,221885,,September
2456,8/09/2020,Himachal Pradesh,232712,223719,,September
2457,9/09/2020,Himachal Pradesh,235624,226301,,September
2458,10/09/2020,Himachal Pradesh,238427,228464,,September
2459,11/09/2020,Himachal Pradesh,241745,231074,,September
2460,12/09/2020,Himachal Pradesh,244213,233647,,September
2461,13/09/2020,Himachal Pradesh,246579,235597,,September
2462,14/09/2020,Himachal Pradesh,248437,237584,,September
2463,15/09/2020,Himachal Pradesh,251569,239548,,September
2464,16/09/2020,Himachal Pradesh,255031,242110,,September
2465,17/09/2020,Himachal Pradesh,257378,244628,,September
2466,18/09/2020,Himachal Pradesh,261117,248456,,September
2467,19/09/2020,Himachal Pradesh,263580,250628,,September
2468,20/09/2020,Himachal Pradesh,266012,252661,,September
2469,21/09/2020,Himachal Pradesh,268015,255109,,September
2470,22/09/2020,Himachal Pradesh,271449,258007,,September
2471,23/09/2020,Himachal Pradesh,273805,260390,,September
2472,24/09/2020,Himachal Pradesh,276833,263188,,September
2473,25/09/2020,Himachal Pradesh,280048,266110,,September
2474,26/09/2020,Himachal Pradesh,283642,269161,,September
2475,27/09/2020,Himachal Pradesh,285451,271004,,September
2476,28/09/2020,Himachal Pradesh,289165,274379,,September
2477,29/09/2020,Himachal Pradesh,292895,277852,,September
2478,30/09/2020,Himachal Pradesh,295907,280632,,September
2479,1/10/2020,Himachal Pradesh,299179,283721,,October
2480,2/10/2020,Himachal Pradesh,301325,285612,,October
2481,3/10/2020,Himachal Pradesh,303927,288189,,October
2482,4/10/2020,Himachal Pradesh,305971,289952,,October
2483,5/10/2020,Himachal Pradesh,308152,292092,,October
2484,6/10/2020,Himachal Pradesh,311773,295234,,October
2485,7/10/2020,Himachal Pradesh,314347,297648,,October
2486,8/10/2020,Himachal Pradesh,316865,299934,,October
2487,9/10/2020,Himachal Pradesh,319667,302581,,October
2488,10/10/2020,Himachal Pradesh,322427,305053,,October
2489,11/10/2020,Himachal Pradesh,324507,306967,,October
2490,12/10/2020,Himachal Pradesh,326654,308962,,October
2491,13/10/2020,Himachal Pradesh,329973,311834,,October
2492,14/10/2020,Himachal Pradesh,333134,314946,,October
2493,15/10/2020,Himachal Pradesh,336756,318275,,October
2494,16/10/2020,Himachal Pradesh,340119,321400,,October
2495,17/10/2020,Himachal Pradesh,343186,324168,,October
2496,18/10/2020,Himachal Pradesh,345263,326193,,October
2497,19/10/2020,Himachal Pradesh,347411,328251,,October
2498,20/10/2020,Himachal Pradesh,351141,331538,,October
2499,21/10/2020,Himachal Pradesh,354396,334657,,October
2500,22/10/2020,Himachal Pradesh,357860,337924,,October
2501,23/10/2020,Himachal Pradesh,361941,341569,,October
2502,24/10/2020,Himachal Pradesh,365838,345469,,October
2503,25/10/2020,Himachal Pradesh,368371,347724,,October
2504,26/10/2020,Himachal Pradesh,371107,350427,,October
2505,5/04/2020,Jammu and Kashmir,1551,1429,106,April
2506,10/04/2020,Jammu and Kashmir,2961,2754,207,April
2507,11/04/2020,Jammu and Kashmir,3206,2982,224,April
2508,12/04/2020,Jammu and Kashmir,3600,3355,245,April
2509,13/04/2020,Jammu and Kashmir,4065,3795,270,April
2510,14/04/2020,Jammu and Kashmir,4619,4341,278,April
2511,15/04/2020,Jammu and Kashmir,5171,4871,300,April
2512,16/04/2020,Jammu and Kashmir,5680,5366,314,April
2513,17/04/2020,Jammu and Kashmir,6438,6110,328,April
2514,18/04/2020,Jammu and Kashmir,6937,6596,341,April
2515,19/04/2020,Jammu and Kashmir,7895,7545,350,April
2516,20/04/2020,Jammu and Kashmir,8612,8244,368,April
2517,21/04/2020,Jammu and Kashmir,9220,8840,380,April
2518,22/04/2020,Jammu and Kashmir,10039,9632,407,April
2519,23/04/2020,Jammu and Kashmir,10977,10550,427,April
2520,24/04/2020,Jammu and Kashmir,11764,11310,454,April
2521,25/04/2020,Jammu and Kashmir,12835,12341,494,April
2522,26/04/2020,Jammu and Kashmir,13959,13436,523,April
2523,27/04/2020,Jammu and Kashmir,14988,14442,546,April
2524,28/04/2020,Jammu and Kashmir,16619,16054,565,April
2525,29/04/2020,Jammu and Kashmir,18450,17869,581,April
2526,30/04/2020,Jammu and Kashmir,19746,19132,614,April
2527,1/05/2020,Jammu and Kashmir,21695,21056,639,May
2528,2/05/2020,Jammu and Kashmir,23406,22794,666,May
2529,3/05/2020,Jammu and Kashmir,26038,25337,701,May
2530,4/05/2020,Jammu and Kashmir,28199,27473,726,May
